content,label
看了一晚上武汉肺炎的消息，现在睡不着,25
我昨天接触武汉回来的人了怎么办,47
我求求武汉人别乱跑了，好好呆在武汉好么？,36
肺炎传播，看着新闻不断更新真是揪心呀,60
人数每天都在不断的增加，真让人揪心,60
最揪心的消息就是武15名医护人员被感染，医生倒下了,60
这个春节，真揪心,60
几分钟刷新一下，太揪心了,60
想到柴静写到非典的每一个细节都令人揪心,60
但今天的热搜却始终让人揪心,60
看着微博上这些关于疫情的消息，真是又揪心又难过又丧,35
患者增加的越多，越让人揪心,60
半夜起来看到这个数据，内心是瑟瑟发抖的,40
看着图片里的省份一点点变红真的是太揪心了,60
最近几天看首页真的太揪心了。无论是医闹伤人还是肺炎疫情,60
半夜睡醒发现又多了，真的很揪心,60
希望白衣天使们都要好好保护自己啊,51
刷微博的人很揪心，希望下一次刷到的是疫情得到控制,60
看丁香医生的实时疫情，真的是太揪心了,60
武汉再次受到世界关注，却是因为揪心的痛,71
5分钟刷一次微博看一看疫情动态，太揪心了，让人焦虑不安,62
还有最近不断增加的确诊病例看得人揪心，传播速度太快了,60
一直在实时跟踪着疫情新闻，揪心，恐慌,7
看这一时半会也不会消停的样子，这年真是过得无比揪心,60
作为一个医疗工作者的家属，在出现疫情和医闹的时候是最揪心的时候,60
如今的网络现状让人揪心,60
今天考完试才有时间仔细看了新型肺炎病毒的事情，好揪心,60
恳请国家在电视上多提醒一下这个疫情，家里的老人根本不重视,36
看到这个申请书看到这句话不计报酬，无论生死，真的泪奔了特别揪心,60
6点多被噩梦吓醒就一直睡不着,25
一直不停的刷微博看新闻，心里真的是恐慌,7
从昨天晚上看到现在，昆明也有一例了，真的好揪心啊,60
每打开一次热搜都让人揪心，染病人数不断上升,60
可怕，此病毒蔓延如此之快，揪心,60
看着疫情越变越重，好揪心！,60
今年肺炎的疫情爆发赶上春节格外让人揪心焦虑,62
天啊！在鄂州的我慌得一批,55
心情如武汉肺炎一样的恐慌。,7
不出门多睡觉不给国家添麻烦就是我最大的贡献,3
才叮嘱完亲爱的朋友们要囤口罩做好防护,22
完犊子了，我还要不要回去过年了,29
被吓到了，挺害怕的，呜呜呜明天就去买口罩,28
如果快乐太难，那就祝你平安，湖南加油,24
我现在恨死那些吃野味的人了,23
从懂事以来一直很仰慕钟南山院士，希望将来自己也能成为他那样的人,51
新型肺炎人心惶惶，我还没买口罩啊啊,37
一定可以熬过去时，大半夜吓得睡不着,25
年后就得去学校的我真的心慌，睡不着了都,25
大致是现在的自己也开始害怕死亡了,63
对现在的疫情产生焦虑,62
比传播的疫情更让我难受的是眼前的生活。压力好大好大，,6
在微信群里聊了一晚上这场疫情，超级恐慌,7
劝我爸戴口罩比我妈叫我穿秋裤一样难,10
钟南山院士这样的人才是真正的民族脊梁,34
前天外面还很平静，昨天开始突然就风云大变，满街口罩，人心惶惶,37
如果吃野味是有钱的象征，那我求求你去吃钱,54
我真的不懂现在还在拿疫情开玩笑的人，很好笑吗？难道不应该重视吗？,53
因为冠状病毒的这个事已经纠结了一晚上到底回不回家,29
吃啥不好吃什么野味啊？咱祖先圈了几千年的动物不香吗,53
吃野味那个杂种给老子死！哦，好像已经死了,33
晚上看了看冠状病毒最新情况，我又紧张了，并且感觉自己的肺部很疼,79
酒店全部已经定好了，要不要退好纠结,29
满屏都是冠状性肺炎，看得我有点肺疼了,68
为什么越看微博疫情越焦虑,62
武汉为什么不封城？搞得人心惶惶,0
打开微博，热搜全部都是新型肺炎的消息，过年在家宅着吧,12
江苏和福建都挺住啊啊啊啊，明天从江苏回大福建了，害怕,49
心里慌慌的，不敢出门了,11
我所在的城市确诊一例新型肺炎了，我现在害怕的睡不着觉,25
本来打算明天去逛街，大半夜看的我心里好慌,11
3年前囤的货，终于派上用处了，还好多片,56
太不要脸了，发国难财的必死！,33
我失眠，我想过年，大家出门记得带口罩,5
非典都经历过了，我相信国家，相信那些战斗在一线的医护人员,61
干啥啥不行，惜命第一名的我被这个冠状病毒吓死了,16
我真的服了，那嘴咋就那么馋呢，就非得吃野味,23
武汉人能不能别出来了，求求了，真的不想听到某市确诊一例输入性病毒性肺炎了,36
明天一定得戴口罩了，不能懒了,5
祈祷新型冠状病毒在明天就能被找到来源和治愈。,18
我从武汉回来十天了。刚刷到新型肺炎潜伏期半个月。我真的无语了,38
看新闻看了一天，越看越害怕，现在好想上厕所，不敢去,49
嗷嗷嗷嗷，这些乱吃东西的人真的是气死我了,15
为什么都生病了还能传播。潜伏期这么久的吗,0
我怕了，我不想回哈尔滨上学了,49
新型肺炎的新闻看的心惊胆颤的,4
这次事件过后请国家严打贩卖购买野生动物的人！,2
当年后有假遇上新型冠状病毒肺炎，算了，家里蹲,1
那些骂人吃野味的人真的不知道怎么想的,0
怕的半夜睡不着,25
现在越看微博越焦虑，亚特兰大机场没有卖口罩的地方,62
我是一个因为开学而日益焦虑的湖北大学生,62
看疫情的新闻我焦虑得睡不着,25
我每隔几分钟就要刷一遍丁香园那个实时疫情动态，无法控制，我太焦虑了,62
我也不爱，可还是常常借酒缓解极度焦虑,62
与其你在这里传播焦虑，倒不如早滚去睡觉,46
睡不着，特别焦虑，只要想到远在湖北的爸妈就很担心,25
我真是太焦虑了，这疫情太让人担心了,4
真的太担心了，那个地图蔓延的速度就像瘟疫公司,4
平时天天念叨想死疫情一来我他妈比谁都惜命,54
隔着一个大洋的我现在相当焦虑,62
拿起手机刷了下微博，慌到睡不着了,25
真的有人会觉得在这么严峻的疫情下还有什么阴谋论吗？,53
恶意揣测搞得人心惶惶，真是坏到骨子里，可悲,46
大半夜刷肺炎热搜停不下来，焦虑啊,62
有一定的道理，但是此时此刻，真的焦虑了,62
不烧只生病，从十二月底就开始了,68
好希望明天一觉醒来就什么事都没有了,51
现在彻底睡不着了，我好焦虑啊,25
大晚上因为这个焦虑到失眠,25
越想越害怕赶紧搜疫情，现在整个人都失眠了,25
晚饭后还去了爆满的沃尔玛，焦虑死了,62
睡前刷新型肺炎的热搜焦虑到失眠,25
越看新闻越焦虑，赶紧抢了几百块的口罩,28
感觉自己住在微博了，反正我很焦虑，各种活动也取消了,62
心里恐慌的一批，夜里醒了第一件事就是拿起手机刷下最新的疫情消息,7
不管怎样，感谢所有，我们都在努力,9
17年后的现在可太害怕了，每天刷微博焦虑，不刷也焦虑,62
玩弄概念贩卖焦虑尼玛有一手的你,46
暖气太热立马去量体温。不淡定到失眠呀呀！,25
关注疫情导致失眠。,25
:失眠失眠，睡不着睡不着，明天要去杭州医院啊,44
这个热搜上的让我非常失眠,25
害怕得失眠到现在，我可真行,25
我竟然为了一点破事失眠了，为这人这事儿不应该影响我的情绪啊,25
好久不失眠了，今天又失眠了,25
又是一个失眠的夜晚，新型肺炎看起来好严重,25
刷微博关于新型肺炎的新闻评论看好久，未免有点担心,4
宅在家里，多买点泡面什么的，宅一个假期,12
眼睛已经很干了，可是脑子还是恐慌到失眠,25
过年就宅家里过吧，不打算去拜年了,12
自从有了宝宝后，胆子越来越小，看着疫情的发展，失眠了,25
希望疫情不要再蔓延了，我都开始失眠睡不着了,51
失眠到了现在，准备一下明天准备去找找哪里有漏网之鱼的口罩,28
我爸爸却说买什么口罩，这都是为了造成恐慌，你不看不就行了，哭晕我,26
失眠到两点多才睡,25
关注疫情导致失眠。愿一切赶快好起来吧，这大过年的,24
头昏昏沉沉的，打算早睡来着，麻痹的失眠了,25
强烈要求封锁武汉，感觉这个疫情止不住了,2
眼睛已经很不舒服了，可是脑子还是恐慌到失眠,25
刷微博刷抑郁了，失眠了,25
刷了半天微博瑟瑟发抖，在想初二全家出行计划要不要取消，纠结,29
因为肺炎瑟瑟发抖，毕竟我家不仅在武汉还在汉口距离华南也没有很远,40
我是真的怕死，哪怕学校在暑假补课,63
能否给国家提个建议，把那些伤害医生的垃圾关到武汉抗击肺炎的前线,2
建议睡觉前就选好第二天要穿的衣服,2
建议口罩的口罩一次佩戴的时间不超8个小时,2
个人，建议武汉封城严查出入人员，全面消毒,2
建议以后宣传吃野味阳痿，不孕不育,2
建议全国人民发起捐款，支持国家！,2
也想建议湖北武汉，疫情严重的地区实施人员进出控制，不进不出,2
雨好大，因为疫情公司让员工在家办公了,1
这不是官方的号召，是我们专家组的一些建议,2
想到书里疫情的传播和目前现实所发生的，不免心慌,11
真的建议开学时间推迟,2
建议想喝酒和可乐时，不妨用苏打水代替,2
建议免费发放医用外科口罩或者医用防护口罩,2
强烈建议国航武汉到天津到大庆航班前续航班取消,2
最近上下班建议打车出行，别坐地铁,2
建议这些人铁锅炖自己，老子怕死,2
一直看到病例在增加，被包围的我，甚慌,55
个人建议非常时期，除至亲之外，人和人交谈，接待，或者排队等，间隔一定安全距离,2
建议除了戴口罩，家里和工作场所也要进行提升免疫及加大预防的精油扩香,2
建议铁路民航应该顺应防疫的需要，取消这段时间的退票费,2
建议从即日起，凡进出武汉的新型肺炎病患只报销一半,2
新型冠状病毒感染的肺炎在武汉集中爆发，建议查一下是不是饮用水被污染了,2
建议相关部门关注一下那些去了武汉一天就被感染的患者，到底是去过哪些地方，吃过什么东西,2
建议暂停这个火车站的使用，封锁附近区域，全面消杀,2
建议研究潜伏期自测自查方法,2
建议严格调查有囤积口罩的，能让我们市民能够买到口罩,2
强烈建议封城，宁可大做也不可小视,2
建议大家春节期间别外出，做好防范,2
为什么一次又一次我们的呼声被忽视？为什么那么多建议医院加强安保的建议被无视？,53
疫情扩散很严重，特别害怕，特别担心,4
建议，娱乐板块的可以做下调整,2
建议封城封省，行动太慢了，还是有人从武汉出来,2
个人建议多吃大蒜，生大蒜,2
建议尽快对疑似病例和确诊病例的接触者进行生病,2
我建议，空气，水源，都查一查,2
决定放弃大年初一的电影了，还是家里最安全，,1
一直看疫情消息，我现在嗓子开始疼了,68
想到我还没有去买口罩，担心得睡不着了,4
非典型肺炎都过来了，不慌，预防措施做好，挺得住的,21
九点半就准备睡觉的我，越看微博越慌的一匹,55
江苏真的没有吗我有点慌张,55
吃野味的，到底是个什么野东西?还有卖野味的，疯了,46
今天是不带脑子出门只带快乐，明天起出门要戴口罩啦,5
半夜吐的稀里哗啦，不放心的又拿出手机看了下冠状病毒特征，我一定是着凉了,68
武汉的那个重点实验室什么时候动用啊，怎么没消息了,0
我能说什么？武汉封城已经没有意义了,53
终于劝说我爷爷出门不坐公交车，记得戴口罩,20
我现在大半夜的，怕得要死，网上的新闻看我的人心惶惶,37
这个已经这么严重了吗？没有口罩的我，不敢出门了啊，,3
每天都在密切关注肺炎疫情，担心家人到不行,4
唉，想退票，慌的我睡不着,41
真是有钱活腻歪不知道自己该咋死了,33
那啥，我现在刷微博刷的有点害怕,49
我现在有点流鼻涕，感觉嗓子痒痒想生病,68
可怕，大家加油！明天去买口罩了,28
我这孕妇三十还得回牡丹江呢，瑟瑟发抖,40
一直刷微博，恐慌到不敢睡,7
吃野味儿的去死吧，劳资一个惜命的人买口罩买到现在也没买到,33
其实我票都买好了，但是这个疫情我真的是不想看了又退了,41
明年不想去上班了，怂的一批,4
妹子要去参加艺考，去还是不去？纠结中,29
有点慌。为什么家里人都不重视,55
我有点慌了，要不要坐火车回家过年,29
打雷打的不敢睡来看看病疫情况,49
不知道为什么，我父母一辈一点也不着急，我反正快吓死了,65
吃完火锅的我，生病了几下，已经快把自己吓晕过去了,65
看着各种冠状病毒感染新闻，我在认真考虑要不要把高铁票退了,41
我一岁的宝宝发烧和呼吸声好大，我好担心的,4
只希望宝宝能快点好起来,51
到处都难买的口罩终于被我在深夜买到了一盒,28
新型肺炎有点慌兮兮的啊，那么请问我初三去北京？,0
看了这么多疑似患者病例，我忽然很想被感染然后难过的死掉,19
刚从恐慌广东到了江西，结果江西也没撑住，现在还有点担心台湾仔,4
呜呜呜呜呜晚上九点才出考场的人终于可以回家躺平心系同胞关注疫情了。,27
年夜饭都不敢吃了。不出门了吧，好可怕！,3
那些个吃野味的人现在都是什么心情呢，是不是也在为自己的无知和愚蠢感到后悔呢？,0
每次看到新增病例越来越多心里就越看越难受,6
你的意思是武汉要拉上全中国人陪葬才行？,80
武汉不可怕，可怕的是病毒。病毒不可怕，可怕的是人心,54
随时一刷微博就新增几例，真的希望明早起床没有听到更坏的消息,51
祈祷能尽快挺过去吧，,18
要不要放弃我的春节广西自驾游啊,29
觉得自己嗓子痛，怕是要感冒了,68
中医还是别出来添乱了,23
本来下午不慌的我，现在开始担心了,4
看新型肺炎看到现在，担心,4
后夜简直太难受了，我太难了,6
不能快乐的熬夜了，冠状病毒来了,52
住在无锡的有点瑟瑟发抖，实在太困了，睡了,73
我们口罩40块钱一个一个一个你们呢？,47
淘宝有恶意涨价了，快去举报,23
卧槽，今天要从深圳回老家黄冈麻城，瑟瑟发抖,40
天啊，新浪能不能暂时把热搜榜上乱七八糟的撤一下啊,23
卧槽，我承认我方了，昨天还没有确定呢，而且我就住在医院的不远处,55
前几天我就是高烧三天不退，生病到现在还没好，我现在慌的一比,55
这一整天的新闻真的太让我恐慌,7
强烈要求封锁武汉，感觉这个疫情止不住了,8
还是决定睡觉，今天下午还要出去打牌,44
连美国都有病例了，还好家里还有口罩,56
明天早起我立刻去买口罩然后呆在家里不出门,3
看到美国出现感染，我反手就是二十个口罩,28
妈的老子在成都快吓死了，又买不到口罩,65
庆幸国家有您,56
吃野味是能治阳痿吗？是能治秃头吗？吃了野味是能哗哗生一窝男孩吗,33
离开东北老家已经整整一年没回了，我也想回家,27
日尼玛一开始不是说有限人传人吗,33
人家是肺炎，你怕不是脑炎,33
专家都去武汉了，你们却想跑出来？,46
心态崩了.刷一天微博给我刷抑郁了,19
我真的可能要刷一个晚上了，现在真的好怕死啊,63
还有口罩，所以我什么还没睡呢，因为，害！睡吧睡吧,73
四川人瑟瑟发抖，艹，不敢出门了,3
武汉人还有在武汉的全他妈把他们炸死算了,23
，医我身心，予我重生，心寒,74
嗓子疼一星期了好慌，天亮要去医院检查一下惹,55
人类会不会有一天就突然被病毒灭绝了,0
首页全是新型肺炎，让本来在武汉已经忧心忡忡的我雪上加霜,6
哈尔滨我感觉肯定是也有了，担心,4
这几天微博都快给我整抑郁了，甘肃挺住啊！,19
只想在家里保命，哪儿也不想去了,1
钟南山竟然和我们是一个学校的！？，爱大医学院牛逼,34
新型肺炎这么严重，让男票把动车票退了,41
我就想知道纹身疼不疼,0
待会去医院检查一下，这两天恰好感冒了，鼻塞生病不发热,68
我看疫情看到现在，我12点还要去外婆家吃饭,77
微博炸了！妈的，病毒赶紧死,33
好看到这个就听到隔壁铺一直在生病紧张的一批,79
大半夜被生病害得没睡着，感冒快好，病毒快走,68
我就想说把那些吃野味的人嘴都给他缝起来！,33
我他妈一点睡不着，疫情到底什么时候能控制住,0
虽然疫情扩散但我还是好想回家。,27
大家切记出门戴口罩，遇水常洗手，少去人多的地方！,22
当个遵纪守法的好公民不好么？非得犯贱找罪吃野味？,23
怕人多被感染疫情，买的凌晨四点半的卧铺回家,27
睡不着，太恐慌了,7
果然人类命运共同体，慌了,55
胆小惜命，吓得我一晚上没睡着,65
孔雀都吃，还特么活孔雀，这还是人吗？,15
我服了还有一堆人现在从武汉往外跑呢，传染别人怎么办啊,23
春节本来订了票去福建玩，现在我该退票还是照常去,29
啊啊啊连夜买口罩到处买哪都买一点,28
这两天看到疫情不断增加感觉心慌慌的,11
我可去你妈的，一口吃出全球瘟疫的憨批宁死了没？,23
偏偏有些脑子灌了水银的憨批敢挑战祖辈的经验,33
现在外网，到处都是骂中国的。我看的都想哭,26
还有病人坐地铁跑了，我不想开学了，现在人慌的一批,55
人类从历史中学到的唯一的教训，就是没有从历史中吸取到任何教训,54
为什么我有种陷入全球恐慌的感觉,7
好说歹说劝爸妈赶紧去买口罩，跟他们讲出门一定要带口罩,14
不免担心，给爸爸妈妈打电话让他们去买好口罩,28
半夜醒来，刷到恐慌睡不着？我还要过年回家吗？,0
国家出手不算很晚，相信会过去的,61
乱传药方的必死，中医黑麻烦在这次疫情死绝,33
半夜大喷嚏把自己弄醒了，模模糊糊发现自己感冒了,68
河北挺住啊，挺住！保定人瑟瑟发抖,40
为什么现在野味还是有那么多人吃,53
我不知道为什么，因为肺炎这个事情全国都在怪武汉人？,0
听说病源是野生动物，我就纳闷了，又是竹鼠又是獾的，那玩意好吃啊还是咋的,53
有没有人来跟我科普一下这个新型肺炎有没有治疗的方法啊,47
刚搬到西雅图这边，还没得瑟几天呢。瑟瑟发抖，太恐慌了,7
马上要出门的我表示好方,44
白嫖了一袋所里的口罩，嘻嘻,20
疫情这么严重，我突然喉咙发炎，啊。无语,38
半夜看关于疫情的热帖能被气死，傻逼千千万微博占大一半,15
我是心大吗？没有丝毫恐慌，我还是相信我的国的,61
甚至刷到饿了，先起床找点吃的,77
在考虑还要不要回桃江过年了。宅在家里最安全吧,27
在上大夜班的我真是忧国忧民呐,48
这次肺炎过去，估计武汉市官老爷要下马一大批,13
现在听到有人疯狂生病我都会想，是不是他感染了,30
睡不着啊睡不着，就想出门买口罩,28
感觉好可怕，年初一的火车回广东，要退嘛？,29
越刷越可怕，睡不着了，好想现在下楼去买口罩,28
给我做脸的大姐家是武汉的，还特么回家了，我打算退卡了,41
在火车上的我瑟瑟发抖,40
多谢你们赋予我生命，多谢你们对我的生命负责,9
我就想知道流鼻涕有没有事，没有生病，但是我总有阴影,47
希望有些人可以把远离武汉人改成加油武汉！加油中国,51
别人都没当回事，我特么刷微博被吓够呛,65
原来新型冠状病毒是由吃野味引起的，这是人类自作自受啊！,23
推特里骂中国的还有国人去起哄的，真他妈脑残,33
有些网友和为了红的人嘴真的太臭了！,46
不敢去上班了，可咋整，要在武汉转车,47
山西挺住！愿全国各地都能安全度过,24
怎么才能让家里人重视起来，太难了,47
每隔一小时刷一下疫情实情，真是有点慌了,55
本来还庆幸自己远在法国，现在只想骂街,15
我靠，我年后怎么敢去医院上班，我这么怕死,47
武汉每天发往省内的汽车大巴，怎么没见这些地方上报疫情呢？为何都是省外、国外？,53
我真服了，有些智障没事儿吃什么野味，家常便饭吃不下你了吗,23
脑子有病，出来害人，家人都被生病了还出来害人，呆在武汉别出来害人呀,23
无语了，地铁里有个大爷哇哇哇的生病的特别厉害,38
我他妈犹豫了，这到底回不回啊还,29
今天回家，在车上，一有人生病，我就紧张,79
看到这个新型冠状病毒我真的好慌,55
请前两天还在说觉得没事，都不带口罩的人去吃屎去,33
朋友圈这种人是不是有病，啥事都要来抖个机灵，我无语了,38
家里有现成的口罩，用来平常铲粪戴的，所以养猫还是有点好处,56
我列表里居然还有这种傻子，自己不戴口罩，还冷嘲热讽起别人来了，怕是脑子有问题,46
每天看着微博热搜心慌慌，不看，心更慌,11
而且中国在这种时刻微博热搜居然还有什么韩国明星胖了？这种时候买热搜快乐吗？,54
睁开倆，让我有些心慌慌,11
每天刷微博数据更新看得我心慌，希望疫情早日控制住,51
每天起床看手机弹窗又确认的感染人数让人不得不心慌啊！,11
昨晚，又陆续确认了好几个省份的新增病例，看的心慌,11
一觉醒来发现好多省份都确诊病例，心慌,11
想到过完年返程要经过武汉就心慌,11
祈祷疫情能得到控制，病毒能赶紧离开,18
预订的过年出远门还能走吗，好纠结，不想生病，也不想让别人生病啊,29
回家的车站一大早人流少赶紧回家，大家回家还是呼吁家里人戴口罩好么,27
本来还打算去庐山滑雪的我，还是老老实实呆在家吧,1
我也开始买口罩啦，我妈说药店里面都没得卖了,28
新型冠状病毒快点治好吧，我好方，还要回老家去火车站,55
这一大早真是哭出来，你们辛苦了,26
真希望睡一觉起来冠状病毒都被灭霸带走,51
最近好多关于武汉冠状病毒的新闻，真的有那么厉害吗？,0
好多省份都出现了患者，幸好河北省还没出现,56
好好的过个春节吧，在家待着哪也不去了,1
我真的讨厌那些说越怕越有事,23
你偏要等到自己染上病了才在这哭是不是，2020年了为什么一点自我保护意识都没有,46
踏马的关注疫情做好防护又是贪生怕死的表现了？我真的无语了无语,38
我们办公室还有个上周从武汉出差回来的，我爆哭,26
刚刚看到的一张评论的配图，给我整感动哭了,32
不要再增加这个数字了，加油!我们一定能够挺过去,31
能不能封城了。拿全国人民生命开玩笑啊！,53
早上起来第一件事刷微博看新增病例，疫情防控日常到位,21
没啥事干，做点别的好不好，吃什么野味,23
放在家里一直嫌丑没带过的一兜口罩，它竟然是口罩,45
虽然对不起武汉人但是还是希望封城,51
最近在武汉待过的人你能不能不走了啊,22
疫情这么严重，不应该统一放假呆家里不出来了,1
吃你毛毛皮的野味！好吃死了？自己死了不打紧，瞅瞅祸害了多少人,23
吃你毛毛皮的野味，你祖坟不更野？荒郊野外的，更野更入味,33
他说人活在世上要留点什么。向这位可亲的老人致敬！,42
吃你大爷的野味啊！检验合格的不好吃吗，他不香吗！,23
都别出门得了，快过年了在家打打麻将唠唠嗑也挺好,1
早上刷新闻看到的是一阵阵感动，昨晚入睡的时候人心惶惶,32
打开新闻后是感动，是说不出的暖流流动全身的感觉,32
研究生复试才恐慌嗷，大家纷纷赶往武汉，呆上个一周，又把病毒带回各地,7
以后谁还吃野生动物，最后原地爆炸，不要出来祸害人,23
还好不从武汉过，平安到家就好,56
大概近期都会有亿点不开心，并且出门记得戴口罩,35
看着这几天的热搜，心里一直很难过,19
呼吁在人流大的地方巡逻的武警也都能戴上口罩，,8
假期起这么早是为了看着我爸妈出门前戴口罩太难了,6
希望此次新型冠状病毒能够早日攻克，祝医护人员和大家平安,51
一瞅日历已经腊月二十八了，还在纠结要不要回家？,29
我就想问问！吃野生动物吃出来的病？工商局干嘛去了！,53
福建挺住，今天却必须出门，去医院复查腿伤的我，瑟瑟发抖,40
恩，就在我们单位周围工作，看得我很慌,55
昨天出去逛街，大街上基本都没人戴口罩，还好多人随地吐痰，无语,38
到底啥时候能过去啊真是崩溃，每天都好害怕啊,49
怎么现在又出现一例疑似，结果到底是不是，好紧张啊,79
太恐慌了，我要离开武汉回乡生病,27
昨天看了一天新型冠状病毒肺炎的报道，瑟瑟发抖。,40
看这个冠状病毒我好慌啊！我爸妈一天到处跟人玩,55
新型冠状病毒散播这么快，野味有什么好吃的,53
我妈在火车上工作，我好担心她哟,4
我也是真的不理解那些吃野味的?吃了你能升仙还是咋？,53
每新增一例，都感觉很难过,19
爸妈新年的旅游也取消了，都加油啊,31
我真的是瑟瑟发抖，在抚州的我今日返回萍乡，还没买到口罩！,40
一泡尿憋醒之后研究了三个小时疫情，并下单了口罩，要熬夜，也要买口罩,28
更无语的事跟家里人科普根本不当一回事,38
真不明白那些人为什么要吃野味，多吃一口能成仙吗！,53
在美国的亲人发的，觉得真是害怕，这大过年的，惶恐不安,64
交通的发达已经加大了扩散趋势，真的要重视了,50
吓得我不敢去茶楼打麻将了,3
上大学后我慢慢的变得很沮丧，越来越难过,19
希望我大江苏挺住，大家注意防护，出门戴口罩戴口罩,51
准备去往被红点包围的唯一白点，祝我平安！,24
萍乡人瑟瑟发抖，我马上启程回湘东过年,27
本来约好一大家初三出发去长沙旅行，因为这破疫情退掉了所有的车票,41
害，我一直和我妈说这个事，跟我说不要紧，我服了,38
加上武汉新型冠状病毒的影响，哪里也不能去了,3
醒来第一件事就是刷微博，种花家加油！,31
这个时候发高烧真的搞得我懵逼了,68
一些微博博主真的为了蹭武汉肺炎的热度。什么乱七八糟的话都敢说,46
特么不知道现在年纪小的都可以看到嘛？误人子弟,23
下午去火车站，药店买的两块钱口罩护体全家,28
希望今天不要再有人频繁问我武汉肺炎的事情了，表示压力很大,51
为什么这几天我突然生病，拉肚子，鼻塞，还有点憋气,0
我喉咙痛了好久了？无生病无发热无乏力！,68
我家小侄子是武汉回来的，在线恐慌,7
做好防护措施，我躲家里不出门了已经,3
紧张完国内的亲朋好友们，现在开始紧张我自己,79
看到我大江西有了，很方很方,55
公共场合听见有人生病，我都紧张兮兮了,79
早上五点，惊醒，想到了当年的非典型肺炎，现在的我瑟瑟发抖,40
不想再次经历非典时的恐慌，又不得不再次陷入恐慌。,7
到陕西了，哈哈，陕西还没发现病例,56
我不出门了，狗命要紧,3
每天都得挤公交的我慌的一匹，希望山西能撑住,55
赣州也有的话，我就不回去上班了，还是呆家里吧保命要紧,1
这个年注定很狼狈无奈恐慌,7
现在出门跑步都戴口罩了,5
我依然满含热泪的相信我们的国家,61
蛮苦恼的一个事，到底怎么说服家里的长辈出门戴口罩,10
武汉快封城吧，球球了,36
钟南山院士这么牛逼都没上热搜，就知道推些流量明星，这很渣浪,54
买了电影票的可以退票吗，不想去看了,41
今天要坐高铁回家，想着这场疫情，昨晚整晚都在惊恐中没睡好,27
这个病有潜伏期，只是查体温真的有用吗,47
打开首页全是疫情，求求了快点好起来吧,36
我希望大家不要把对疾病的恐慌发展微对武汉市民的仇恨,51
现在真的是惜命啊，每天看到新增病例数真的害怕,16
银行上班可不可以允许戴口罩,5
呼吁武汉赶紧封城吧，为了你们自己为了全国人民！,8
抢购口罩的也真是不容易，我带着普通医用口罩都觉得呼吸困难,5
开学回湖南，现在就已经害怕了。再等半个月疫情能控制住吗？,49
每天起来必刷，看着看着觉得自己也生病发烧了,68
每天去医院上班都要带好几层口罩,5
祈祷疫情早点过去，祈祷家人平安健康,18
有点慌，要囤口罩。我这么懒人不出门，也安全,28
我刚刚哭过了，现在心情奇差,35
疫情都到天津？唐山的我瑟瑟发抖,40
在昆明的我瑟瑟发抖，过年不敢出门了,3
钟南山，一个让人感到安心的男人,39
现在确十分害怕新型肺炎、怕的不是自己，怕的是孩子,49
牡丹江人民现在有点慌！明天得高铁我回家去了！,27
某些热搜夹在中间不觉得尴尬吗,54
在电车里遇到好多生病的人，为什么不戴口罩出门？,53
我今天还要去湘东办事呢，我很方,55
昨天开始，上班就带上口罩了,5
我妈也不重视，非让我回家过年。唉，我连楼不想下,3
太恐慌了，刷啊刷的出一身鸡皮疙瘩,7
庆幸自己12月没去成武汉，不然我得在家自己生病自己了,56
想知道怎么给家里全面消毒，应该怎么收拾,47
睁眼看到新增加就很难过，难过的睡不着,19
今天出门搬砖没戴口罩，感受到如裸奔般的异样感觉,5
我不想刷朋友圈了，我已经开始买口罩了,28
免疫力菜的一米的我，今天要去帮外地回家过年的同事值班。,43
今天是出门戴口罩的惜命小薛,44
微博终于全是疫情了，哎，过年在家待着吧，出门就戴口罩,1
我哭了，不就是我这个萍乡市嘛,26
可怕的疫情，天佑我大中华，愿平安度过这个春节,24
听到这个消息就已经泪目，这个国家多么伟大,26
为什么武汉政府早就发现了都不封城，造成全国都有，而且大多去过武汉,53
又是从武汉来的，求求老天保佑我大四川啊,36
已经被爸妈限制出门了，怎么办，我不想坐牢，我要出去玩！,10
我真的想向那些医护人员致敬啊像钟南山院士这类的人真的要一生平安啊,42
外出都不敢生病，生怕被当成新型肺炎患者,49
这两天一直在关注热搜，增长的太快了，防不胜防！,4
慌慌慌，年后还要回去上班,55
我明天还要从成都回家,27
早上醒来先看看，真吓人，真恐慌,7
希望大家都顺顺利利的度过这个难关。,51
想问一下乡下的菜市场可以去吗,47
一刷微博又增加了几例，好担心这个病，那么凶,4
觉得有潜伏期，为了安全起见，呆在家吧,1
我要每天躲在被窝里与世隔绝,1
这些人明明都只是武汉这个样子了还到处乱跑我他妈就好气,15
为什么不封城，为什么，凭什么！,53
最近太过关注疫情都快忘了自己没钱过年这件事了,75
求求了，快点儿过去吧，求求了,36
想想上周五出门了一次没戴口罩公交上一大爷咳了我一脸现在心惊胆战的过潜伏期,4
舟山卫健委真他妈一群草包，官网上都不更新疫情的吗,33
你们都是如何劝家里的老人出门戴口罩的,17
我现在沉浸在可能要延迟开学的快乐,20
小苏提醒你们注意卫生出门记得一定要戴口罩,50
武汉的小伙刚来大连就嫖娼？这个时间来是要害人吗？测体温了么？,23
赶紧的把武汉封了，这种传播速度我都慌了,55
疫情好像越来越严重了，有点慌张,55
再看疫情的发展状态我感觉要自闭了,10
